test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG0,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,1.53544715846e-13,1.31905716521e-13,1.5190310185e-09,0.0170447959608,0.00717532390118,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG0.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.009844470416122436,0.4769984238940317,0.4769984238931906,0.33333432594441187,0.9539939359201114,3.2659880252794178e-06,-5.40161862178282e-10,0.05538355396626523,1.4314437278865224,0.9609751999862179]",P**2*c0 + P*c1 + P*c2 + P**c3*c4 + c5 + c6*exp(P*c7)*sin(c8*t + c9),1,1,1,1,1,1,1,1,1
BPG1,gpt-5-2,degen_mutator2,0,0,1,1,1,1,1,1,1,5.17257547199e-15,5.292385625e-15,6.56609513105e-13,1.13247010271e-07,1.12280217702e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.03197349456817688,0.31560563290988586,-0.05405074281792155,-0.02669118481486027,0.1570649467971161,0.000951815717926775,7.446808631778016e-07,2.1781116051662597,-0.009337279644790752,0.11876448485182466]",P*c0 + P*c1*exp(c2*t) + P*c3*log(1 + c4/P) + c5 + c6*log(c7*exp(P*c8 + c9*t) + 1),1,1,1,1,1,1,1,1,1
BPG2,gpt-5-2,degen_mutator2,0,0,0,1,1,1,1,1,1,6.20958317604e-13,5.07963698991e-13,6.7252633565e-13,0.00139693251254,3.83394224622e-05,0,1,1,1,1,1,0,1,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.25692978517487375,3.141591905419282,0.7218439679335851,3.759971789133146e-06,-1.9413940771184137e-06,3.2824264875460405,-0.030696676391004075,114916.83175903863,-0.030384357847246544,1.0000999988807222e-06]",P*c0*sin(c1 + c2*t) + c3 + c4*log(c5*exp(c6*t) + 1) + c7*exp(c8*t)*log(P*c9 + 1),1,1,1,1,1,1,1,1,1
BPG3,gpt-5-2,degen_mutator2,0,0,0,0,0,0,0,0,0,1.53621544431e-12,1.99767397857e-12,0.125670091603,0.335472102657,0.355070102625,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG3.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.4900398347008919,-0.845083412661863,33.05158936399341,0.023044435319199835,1.5588652302530563e-07,0.26808403748237547,2.3267220537632536,1.5701259988082348,5.586333759604803]",P**2*c0 + P*c1 + P*c2*log(P*c3 + 1) + c4*log(c5*exp(c6*sin(c7*t + c8)) + 1),0,0,0,0,0,0,0,0,0
BPG4,gpt-5-2,degen_mutator2,0,0,0,0,0,0,0,0,0,1.40707882677e-12,1.41270406726e-12,5.85483509349e-07,0.0129041551618,0.00117206685653,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG4.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.0035590485145503307,0.3455728237167942,-0.1226991698631679,0.08100920222584056,0.0036417101610192975,0.027551923448311928,1.87699598793582e-05,-0.07285000488243076,-0.0017795797543266553,0.019976993068805935]","P**2*c0 + P*c1 + P*c2/Max(0, P**2*c3 + 1)**5 + P*c4/(P**4*c5 + 1) + P*c6*exp(P*c7) + c8*exp(P*c9)/P",1,1,1,1,1,1,1,1,1
BPG5,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,1.82090590689e-13,1.53634369628e-13,3.06197954716e-09,0.0364934989682,0.0202133409826,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG5.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.010946715542411316,0.5209832524842473,-7.680650802958115e-15,-3.244811068644427,2.0,-0.01621620324370578,0.13277855123811896,0.5209832524842474]",P**2*c0 + P*c1 + P*c2*(P*c3)**c4 + P*c5/(P + c6) + P*c7,1,1,1,1,1,1,1,1,1
BPG6,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,1.30141090851e-15,6.69695069566e-15,4.49509868163e-09,0.00651484333147,0.00736177674376,0,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG6.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.8578779570107362,-7.759932904009169,4.064802679357524e-06,0.17783068198476207,-14.757356325688795,3.0309987949171724,1.2951747529253728,0.03647128368363194,1.6287489364869787]",P**(1/3)*c0 + P*c1 + P*c2/(P + c3) + c4*sin(c5 + c6*log(P*c7 + 1)) + c8,1,1,1,1,1,1,1,1,1
BPG7,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,3.77045431892e-13,2.60478904392e-13,5.41065075118e-09,0.00596763031654,0.00453852014531,0,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG7.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[0.72135461494542,0.3670737103044187,-0.367073327290121,-0.1477313245676215,5.340977582277952e-07,-0.20489926373714748,0.37162804346693973]",P**(1/3)*c0 + P*c1 + P*c2*(P*c3 + 1)**2 + c4*exp(P*c5)*cos(c6*t),1,1,1,1,1,1,1,1,1
BPG8,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,4.83004206388e-13,5.41732443212e-13,6.73775732795e-09,0.0144871835769,0.0449601286219,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG8.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[0.9909644006652831,-0.025401622674318804,0.9909641870097724,0.9909641870097723,2.922036167813899e-09,0.5082203771588344,0.933352007989112]",P**(1/3)*c0 + P**2*c1 + P*c2 + P*c3 + P*c4*sin(c5*t + c6),1,1,1,1,1,1,1,1,1
BPG9,gpt-5-2,degen_mutator2,1,1,1,1,1,1,1,1,1,7.89015562023e-13,6.14447724433e-13,3.48203499189e-09,0.0164491303063,0.0057451233241,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG9.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.015896672896119242,0.16231292019646526,0.17000487482482465,-0.170004899569608,-0.09708957226005988,1.2869520850897492e-08,-1.257181697107988e-08,0.0363983159088328,1.9554558901005188,0.3240615794140861]",P**3*c0 + P**2*c1 + P*c2 + P*c3*exp(c4*Abs(P)) + c5 + c6*exp(c7*t)*cos(c8*t + c9),1,1,1,1,1,1,1,1,1
