test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG0,opus-4-6,degen_mutator1,1,1,1,1,1,1,1,1,1,1.53688579263e-13,1.31698245525e-13,1.5342493752e-09,0.0164421354411,0.00736145925966,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG0.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[0.9539963522784686,4.721019759664776e-08,0.33333434599499007,0.9540033050455561,2.000000179134383,-0.009844461248939326,-4.789121106650804e-06,-9.74246620455995e-07]",P*c0 + P*c1*t + P**c2*c3 + P**c4*c5 + c6*t + c7,1,1,1,1,1,1,1,1,1
BPG1,opus-4-6,degen_mutator1,0,0,0,0,0,0,0,0,0,4.61360035539e-12,4.96858068098e-12,6.3927925273e-08,0.000285662575871,3.10931695737e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG1.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1270.535330943743,36.3317251107868,0.06137613876234716,-15.246893885408987,1.4068687285222121,22.454219174379855,18.6689655643752,-0.0012176169273189481,-0.6160477272834707,-18.626543720264355]",P*c0/(c1 + t)**2 + P*c2 + P*c3/(c4*t + c5) + c6*exp(P*c7) + c8/(c4*t + c5) + c9,1,1,1,1,1,1,1,1,1
BPG2,opus-4-6,degen_mutator1,0,0,0,0,0,0,0,0,0,0.000397452438387,0.00042198437545,8.35984820063e-05,59.9853806595,1.36380647876,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_mutator1/opus-4-6/BPG2.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.25719,0.72184,6.2423,0.96374,0.91688,-2975.8,0.0002853,5.9145,-0.00027724,-1072.5]",P*c0*sin(c1*t + c2) + P**c3*c4 + c5*sin(P*c6 + c7) + c8*t + c9,0,0,0,0,0,1,0,0,0
BPG3,opus-4-6,degen_mutator1,0,0,0,0,0,0,0,0,0,2.04782487357e-12,2.7636443406e-12,0.201356544384,0.407328272445,0.38304065697,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_mutator1/opus-4-6/BPG3.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[6.545346239940599,3.000327257686906,-0.0020989401885047527,100.54851589125842,-0.07350110471255761,-100.54851608765063,-8.173975523182229e-10]",P*c0 + P**c1*c2 + c3*exp(P*c4) + c5*t**c6,0,0,0,0,0,0,0,0,0
BPG4,opus-4-6,degen_mutator1,0,0,0,0,0,0,0,0,0,1.37138905403e-09,1.64478118841e-09,0.011587503495,0.691131747493,0.0989509631117,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_mutator1/opus-4-6/BPG4.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.003559120913519171,0.34557727638753166,-2.8859323812346083,-20251.90764986855,-2.8866265926377124,20250.248427022056,5.706111469476744,0.10548056845413811,-593.8100848403268,1.9528126132968573]",P**2*c0 + P*c1 + P**c2*c3 + P**c4*c5 + c6*t/(P + c7)**3 + c8/(P + c9)**5,0,0,1,0,0,1,0,0,1
BPG5,opus-4-6,degen_mutator1,1,1,1,1,1,1,1,1,1,1.82057673715e-13,1.5344198528e-13,3.06396494546e-09,0.0368241227849,0.0200378868255,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG5.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.6320938882047527,57.742789150748834,7.666837012658502,2.3393363956662214,-0.30690282330859664,-0.30771761163923395,0.0005027607667736143,-0.0005001537048150658]",P**3*c0/(P*c1 + c2) + P**2*c1/(P*c1 + c2) + P**2*c3/(P*c1 + c2) + P*c2/(P*c1 + c2) + P*c4/(P*c1 + c2) + P*c5/(P*c1 + c2) + c6/(P*c1 + c2) + c7/(P*c1 + c2),1,1,1,1,1,1,1,1,1
BPG6,opus-4-6,degen_mutator1,0,1,1,1,1,1,1,1,1,1.44819602046e-15,6.07147529022e-15,4.49030375282e-09,0.00634347657735,0.00718892245732,0,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG6.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3,"[0.8578823315818264,-0.013614749232914138,-11683.935878852288,0.0006904435947008757]",P**(1/3)*c0 + P**2*c1 + P + c2*log(P*c3 + 1),1,1,1,1,1,1,1,1,1
BPG7,opus-4-6,degen_mutator1,1,1,1,1,1,1,1,1,1,3.76868371192e-13,2.61562315024e-13,5.41999771444e-09,0.00596618562314,0.00463774666683,0,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG7.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[0.7213553331067004,-0.008011209121833233,0.10845649094909207,3.364265659139838e-08,1.058654171480789,4.747163646097435]",P**(1/3)*c0 + P**3*c1 + P**2*c2 + c3*sin(c4*t + c5),1,1,1,1,1,1,1,1,1
BPG8,opus-4-6,degen_mutator1,1,1,1,1,1,1,1,1,1,4.83010589337e-13,5.41723075308e-13,6.73827437161e-09,0.0144808638801,0.0449998961632,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG8.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[0.9909642289218873,-0.025401622761675048,1.9819283902573968,2.3281962291237717e-07,0.5089367006067159,0.9159024535871123]",P**(1/3)*c0 + P**2*c1 + P*c2 + c3*sin(c4*t + c5),1,1,1,1,1,1,1,1,1
BPG9,opus-4-6,degen_mutator1,0,0,0,0,0,0,0,0,0,7.94292874671e-13,6.13936766825e-13,3.35244762594e-09,0.016727613157,0.00516577945217,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_mutator1/opus-4-6/BPG9.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[1692.5537877570926,113339.99082516236,-0.007529039467530567,-99.76691129629475,0.031655141214662945,-113339.99082429436,0.0073765171859565895]",P*c0 + c1*exp(P*c2) + c3*log(P*c4 + 1) + c5*exp(P*c6),1,1,1,1,1,1,1,1,1
